Name,Scope Project1,
File,E:\LN2min.csv,
Starttime of export,133327233574060000,Sonntag, 2. Juli 2023,00:15:57.406
Endtime of export,133327234774160000,Sonntag, 2. Juli 2023,00:17:57.416


Name,ELM3602_Ch1_Value_ScaledSend,Name,ELM3604_Ch3_Value_ScaledSend,Name,ELM3604_Ch1_Value_ScaledSend,Name,ELM3604_Ch2_Value_ScaledSend
SymbolComment,,SymbolComment,,SymbolComment,Sendewert über OPC-UA wenn DINT,SymbolComment,
Data-Type,INT32,Data-Type,INT32,Data-Type,INT32,Data-Type,INT32
SampleTime[ms],5,SampleTime[ms],5,SampleTime[ms],5,SampleTime[ms],5
VariableSize,4,VariableSize,4,VariableSize,4,VariableSize,4
SymbolBased,True,SymbolBased,True,SymbolBased,True,SymbolBased,True
IndexGroup,61472,IndexGroup,61472,IndexGroup,61472,IndexGroup,61472
IndexOffset,469360,IndexOffset,472128,IndexOffset,470744,IndexOffset,471436
SymbolName,Messdaten.ELM3602_Ch1_Value_ScaledSend,SymbolName,Messdaten.ELM3604_Ch3_Value_ScaledSend,SymbolName,Messdaten.ELM3604_Ch1_Value_ScaledSend,SymbolName,Messdaten.ELM3604_Ch2_Value_ScaledSend
NetID,141.60.202.203.1.1,NetID,141.60.202.203.1.1,NetID,141.60.202.203.1.1,NetID,141.60.202.203.1.1
Port,851,Port,851,Port,851,Port,851
Offset,0,Offset,0,Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1,ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None),Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0

133327233879060000,-18,133327233879060000,-1,133327233879060000,0,133327233879060000,0
133327233879110000,-11,133327233879110000,-2,133327233879110000,2,133327233879110000,-1
133327233879160000,-2,133327233879160000,2,133327233879160000,0,133327233879160000,2
133327233879210000,11,133327233879210000,1,133327233879210000,1,133327233879210000,0
133327233879260000,13,133327233879260000,-3,133327233879260000,1,133327233879260000,-2
133327233879310000,-1,133327233879310000,0,133327233879310000,-3,133327233879310000,1
133327233879360000,11,133327233879360000,-3,133327233879360000,1,133327233879360000,-1
133327233879410000,18,133327233879410000,0,133327233879410000,0,133327233879410000,1
133327233879460000,-22,133327233879460000,-1,133327233879460000,1,133327233879460000,0
133327233879510000,-13,133327233879510000,-1,133327233879510000,1,133327233879510000,1
133327233879560000,-14,133327233879560000,-3,133327233879560000,0,133327233879560000,0
133327233879610000,30,133327233879610000,1,133327233879610000,2,133327233879610000,-1
133327233879660000,-24,133327233879660000,1,133327233879660000,0,133327233879660000,-1
133327233879710000,-1,133327233879710000,0,133327233879710000,0,133327233879710000,-4
133327233879760000,10,133327233879760000,1,133327233879760000,1,133327233879760000,6
133327233879810000,9,133327233879810000,2,133327233879810000,-1,133327233879810000,-1
133327233879860000,-1,133327233879860000,-1,133327233879860000,0,133327233879860000,1
133327233879910000,18,133327233879910000,-2,133327233879910000,-2,133327233879910000,3
133327233879960000,-17,133327233879960000,5,133327233879960000,1,133327233879960000,1
133327233880010000,14,133327233880010000,-1,133327233880010000,-5,133327233880010000,0
133327233880060000,-6,133327233880060000,2,133327233880060000,3,133327233880060000,3
133327233880110000,-24,133327233880110000,0,133327233880110000,-1,133327233880110000,0
133327233880160000,-2,133327233880160000,-3,133327233880160000,-1,133327233880160000,-1
133327233880210000,3,133327233880210000,1,133327233880210000,3,133327233880210000,1
133327233880260000,19,133327233880260000,-2,133327233880260000,-2,133327233880260000,3
133327233880310000,4,133327233880310000,2,133327233880310000,-1,133327233880310000,0
133327233880360000,15,133327233880360000,0,133327233880360000,-1,133327233880360000,0
133327233880410000,2,133327233880410000,1,133327233880410000,1,133327233880410000,1
133327233880460000,18,133327233880460000,4,133327233880460000,1,133327233880460000,2
133327233880510000,22,133327233880510000,-2,133327233880510000,0,133327233880510000,1
133327233880560000,33,133327233880560000,2,133327233880560000,3,133327233880560000,0
133327233880610000,-6,133327233880610000,-2,133327233880610000,0,133327233880610000,0
133327233880660000,2,133327233880660000,2,133327233880660000,0,133327233880660000,1
133327233880710000,21,133327233880710000,3,133327233880710000,3,133327233880710000,1
133327233880760000,16,133327233880760000,1,133327233880760000,-2,133327233880760000,1
133327233880810000,-4,133327233880810000,-1,133327233880810000,2,133327233880810000,2
133327233880860000,-19,133327233880860000,-1,133327233880860000,0,133327233880860000,2
133327233880910000,-6,133327233880910000,-1,133327233880910000,-1,133327233880910000,0
133327233880960000,0,133327233880960000,-2,133327233880960000,-1,133327233880960000,-2
133327233881010000,-15,133327233881010000,-3,133327233881010000,1,133327233881010000,0
133327233881060000,19,133327233881060000,-1,133327233881060000,-3,133327233881060000,0
133327233881110000,-13,133327233881110000,-1,133327233881110000,1,133327233881110000,1
133327233881160000,1,133327233881160000,-2,133327233881160000,-1,133327233881160000,0
133327233881210000,-24,133327233881210000,1,133327233881210000,0,133327233881210000,-1
133327233881260000,-17,133327233881260000,0,133327233881260000,1,133327233881260000,-2
133327233881310000,-1,133327233881310000,3,133327233881310000,0,133327233881310000,1
133327233881360000,-6,133327233881360000,1,133327233881360000,-1,133327233881360000,-1
133327233881410000,-14,133327233881410000,0,133327233881410000,0,133327233881410000,2
133327233881460000,-5,133327233881460000,3,133327233881460000,-2,133327233881460000,1
133327233881510000,-1,133327233881510000,-4,133327233881510000,0,133327233881510000,1
133327233881560000,0,133327233881560000,-1,133327233881560000,-1,133327233881560000,4
133327233881610000,-37,133327233881610000,-2,133327233881610000,-2,133327233881610000,-2
133327233881660000,19,133327233881660000,0,133327233881660000,1,133327233881660000,5
133327233881710000,25,133327233881710000,-1,133327233881710000,0,133327233881710000,1
133327233881760000,15,133327233881760000,1,133327233881760000,-1,133327233881760000,0
133327233881810000,-12,133327233881810000,0,133327233881810000,1,133327233881810000,2
133327233881860000,-9,133327233881860000,1,133327233881860000,-5,133327233881860000,-3
133327233881910000,12,133327233881910000,-3,133327233881910000,-1,133327233881910000,0
133327233881960000,16,133327233881960000,-2,133327233881960000,-3,133327233881960000,0
133327233882010000,6,133327233882010000,-1,133327233882010000,-1,133327233882010000,0
133327233882060000,-15,133327233882060000,3,133327233882060000,-1,133327233882060000,0
133327233882110000,8,133327233882110000,1,133327233882110000,1,133327233882110000,2
133327233882160000,20,133327233882160000,-2,133327233882160000,-2,133327233882160000,-1
133327233882210000,-3,133327233882210000,3,133327233882210000,-1,133327233882210000,-2
133327233882260000,12,133327233882260000,-1,133327233882260000,5,133327233882260000,1
133327233882310000,26,133327233882310000,-1,133327233882310000,2,133327233882310000,2
133327233882360000,13,133327233882360000,-3,133327233882360000,-3,133327233882360000,1
133327233882410000,-14,133327233882410000,3,133327233882410000,-1,133327233882410000,1
133327233882460000,-4,133327233882460000,1,133327233882460000,2,133327233882460000,0
133327233882510000,8,133327233882510000,2,133327233882510000,0,133327233882510000,1
133327233882560000,25,133327233882560000,2,133327233882560000,0,133327233882560000,4
133327233882610000,-27,133327233882610000,-6,133327233882610000,-3,133327233882610000,0
133327233882660000,13,133327233882660000,-3,133327233882660000,-3,133327233882660000,3
133327233882710000,18,133327233882710000,-1,133327233882710000,1,133327233882710000,-2
133327233882760000,-23,133327233882760000,1,133327233882760000,-1,133327233882760000,0
133327233882810000,-5,133327233882810000,1,133327233882810000,3,133327233882810000,-1
133327233882860000,-10,133327233882860000,0,133327233882860000,-2,133327233882860000,4
133327233882910000,4,133327233882910000,0,133327233882910000,-3,133327233882910000,2
133327233882960000,-6,133327233882960000,3,133327233882960000,0,133327233882960000,-3
133327233883010000,-5,133327233883010000,-3,133327233883010000,2,133327233883010000,-1
133327233883060000,8,133327233883060000,4,133327233883060000,1,133327233883060000,2
133327233883110000,17,133327233883110000,-2,133327233883110000,0,133327233883110000,0
133327233883160000,17,133327233883160000,1,133327233883160000,2,133327233883160000,0
133327233883210000,4,133327233883210000,0,133327233883210000,-2,133327233883210000,-2
133327233883260000,-10,133327233883260000,-3,133327233883260000,0,133327233883260000,-2
133327233883310000,-1,133327233883310000,0,133327233883310000,2,133327233883310000,0
133327233883360000,10,133327233883360000,0,133327233883360000,-1,133327233883360000,0
133327233883410000,-7,133327233883410000,0,133327233883410000,-4,133327233883410000,-4
133327233883460000,21,133327233883460000,2,133327233883460000,0,133327233883460000,2
133327233883510000,12,133327233883510000,0,133327233883510000,0,133327233883510000,0
133327233883560000,-8,133327233883560000,-2,133327233883560000,0,133327233883560000,0
133327233883610000,-2,133327233883610000,-2,133327233883610000,-3,133327233883610000,-3
133327233883660000,-12,133327233883660000,-1,133327233883660000,-1,133327233883660000,-2
133327233883710000,-13,133327233883710000,4,133327233883710000,1,133327233883710000,-1
133327233883760000,-2,133327233883760000,0,133327233883760000,1,133327233883760000,-2
133327233883810000,27,133327233883810000,-3,133327233883810000,-1,133327233883810000,-2
133327233883860000,3,133327233883860000,0,133327233883860000,1,133327233883860000,1
133327233883910000,-21,133327233883910000,0,133327233883910000,2,133327233883910000,-2
133327233883960000,18,133327233883960000,-2,133327233883960000,-1,133327233883960000,1
133327233884010000,0,133327233884010000,-2,133327233884010000,0,133327233884010000,-1
133327233884060000,1,133327233884060000,-2,133327233884060000,0,133327233884060000,-5
133327233884110000,-17,133327233884110000,1,133327233884110000,0,133327233884110000,2
133327233884160000,-4,133327233884160000,1,133327233884160000,0,133327233884160000,2
133327233884210000,-19,133327233884210000,0,133327233884210000,1,133327233884210000,1
133327233884260000,3,133327233884260000,-1,133327233884260000,-2,133327233884260000,2
133327233884310000,8,133327233884310000,-1,133327233884310000,0,133327233884310000,2
133327233884360000,21,133327233884360000,0,133327233884360000,-1,133327233884360000,0
133327233884410000,-19,133327233884410000,1,133327233884410000,-1,133327233884410000,0
133327233884460000,25,133327233884460000,-1,133327233884460000,-1,133327233884460000,-1
133327233884510000,-6,133327233884510000,-1,133327233884510000,0,133327233884510000,0
133327233884560000,-25,133327233884560000,1,133327233884560000,0,133327233884560000,4
133327233884610000,-21,133327233884610000,0,133327233884610000,0,133327233884610000,0
133327233884660000,20,133327233884660000,1,133327233884660000,1,133327233884660000,3
133327233884710000,4,133327233884710000,-1,133327233884710000,0,133327233884710000,0
133327233884760000,-12,133327233884760000,1,133327233884760000,0,133327233884760000,0
133327233884810000,7,133327233884810000,1,133327233884810000,0,133327233884810000,0
133327233884860000,-18,133327233884860000,-2,133327233884860000,0,133327233884860000,-3
133327233884910000,10,133327233884910000,5,133327233884910000,-2,133327233884910000,1
133327233884960000,5,133327233884960000,0,133327233884960000,-1,133327233884960000,-1
133327233885010000,-14,133327233885010000,-2,133327233885010000,3,133327233885010000,1
133327233885060000,15,133327233885060000,0,133327233885060000,-1,133327233885060000,0
133327233885110000,-14,133327233885110000,3,133327233885110000,2,133327233885110000,-1
133327233885160000,-2,133327233885160000,-1,133327233885160000,1,133327233885160000,-2
133327233885210000,-7,133327233885210000,1,133327233885210000,-1,133327233885210000,2
133327233885260000,-12,133327233885260000,-3,133327233885260000,-3,133327233885260000,-1
133327233885310000,-21,133327233885310000,0,133327233885310000,-1,133327233885310000,-1
133327233885360000,14,133327233885360000,-3,133327233885360000,-2,133327233885360000,1
133327233885410000,-1,133327233885410000,1,133327233885410000,1,133327233885410000,5
133327233885460000,-4,133327233885460000,0,133327233885460000,-1,133327233885460000,-1
133327233885510000,-29,133327233885510000,-4,133327233885510000,-3,133327233885510000,0
133327233885560000,16,133327233885560000,1,133327233885560000,2,133327233885560000,2
133327233885610000,5,133327233885610000,-1,133327233885610000,2,133327233885610000,-1
133327233885660000,12,133327233885660000,1,133327233885660000,-2,133327233885660000,1
133327233885710000,-32,133327233885710000,2,133327233885710000,3,133327233885710000,-2
133327233885760000,-12,133327233885760000,-2,133327233885760000,-3,133327233885760000,2
133327233885810000,-7,133327233885810000,1,133327233885810000,0,133327233885810000,1
133327233885860000,17,133327233885860000,-1,133327233885860000,0,133327233885860000,-3
133327233885910000,7,133327233885910000,0,133327233885910000,0,133327233885910000,2
133327233885960000,-12,133327233885960000,5,133327233885960000,-2,133327233885960000,2
133327233886010000,-9,133327233886010000,-1,133327233886010000,-2,133327233886010000,0
133327233886060000,-12,133327233886060000,-1,133327233886060000,1,133327233886060000,0
133327233886110000,-15,133327233886110000,0,133327233886110000,1,133327233886110000,2
133327233886160000,14,133327233886160000,-2,133327233886160000,-1,133327233886160000,0
133327233886210000,-10,133327233886210000,0,133327233886210000,2,133327233886210000,-1
133327233886260000,9,133327233886260000,0,133327233886260000,-1,133327233886260000,-2
133327233886310000,15,133327233886310000,3,133327233886310000,1,133327233886310000,2
133327233886360000,16,133327233886360000,1,133327233886360000,-2,133327233886360000,3
133327233886410000,-3,133327233886410000,0,133327233886410000,-2,133327233886410000,0
133327233886460000,0,133327233886460000,1,133327233886460000,0,133327233886460000,-3
133327233886510000,-21,133327233886510000,-2,133327233886510000,1,133327233886510000,-3
133327233886560000,-2,133327233886560000,1,133327233886560000,-2,133327233886560000,0
133327233886610000,-24,133327233886610000,0,133327233886610000,1,133327233886610000,2
133327233886660000,39,133327233886660000,1,133327233886660000,1,133327233886660000,1
133327233886710000,8,133327233886710000,3,133327233886710000,-2,133327233886710000,-1
133327233886760000,-6,133327233886760000,-1,133327233886760000,0,133327233886760000,1
133327233886810000,0,133327233886810000,1,133327233886810000,-3,133327233886810000,2
133327233886860000,12,133327233886860000,0,133327233886860000,0,133327233886860000,0
133327233886910000,4,133327233886910000,0,133327233886910000,3,133327233886910000,4
133327233886960000,12,133327233886960000,1,133327233886960000,0,133327233886960000,-2
133327233887010000,-1,133327233887010000,0,133327233887010000,0,133327233887010000,-1
133327233887060000,7,133327233887060000,3,133327233887060000,0,133327233887060000,0
133327233887110000,0,133327233887110000,0,133327233887110000,0,133327233887110000,1
133327233887160000,-8,133327233887160000,1,133327233887160000,2,133327233887160000,-1
133327233887210000,-15,133327233887210000,1,133327233887210000,1,133327233887210000,-1
133327233887260000,-23,133327233887260000,-3,133327233887260000,1,133327233887260000,1
133327233887310000,-6,133327233887310000,3,133327233887310000,2,133327233887310000,0
133327233887360000,-11,133327233887360000,-2,133327233887360000,0,133327233887360000,3
133327233887410000,-14,133327233887410000,-2,133327233887410000,-1,133327233887410000,3
133327233887460000,6,133327233887460000,-1,133327233887460000,4,133327233887460000,-1
133327233887510000,-1,133327233887510000,-3,133327233887510000,0,133327233887510000,-3
133327233887560000,-4,133327233887560000,0,133327233887560000,1,133327233887560000,1
133327233887610000,-20,133327233887610000,0,133327233887610000,1,133327233887610000,-1
133327233887660000,-9,133327233887660000,1,133327233887660000,-3,133327233887660000,1
133327233887710000,25,133327233887710000,0,133327233887710000,2,133327233887710000,1
133327233887760000,-9,133327233887760000,-2,133327233887760000,-1,133327233887760000,1
133327233887810000,-4,133327233887810000,5,133327233887810000,2,133327233887810000,-4
133327233887860000,-3,133327233887860000,-1,133327233887860000,2,133327233887860000,-2
133327233887910000,28,133327233887910000,0,133327233887910000,2,133327233887910000,-2
133327233887960000,-23,133327233887960000,3,133327233887960000,-1,133327233887960000,0
133327233888010000,-31,133327233888010000,-1,133327233888010000,1,133327233888010000,-2
133327233888060000,5,133327233888060000,3,133327233888060000,2,133327233888060000,-1
133327233888110000,24,133327233888110000,2,133327233888110000,-2,133327233888110000,-1
133327233888160000,-21,133327233888160000,0,133327233888160000,1,133327233888160000,1
133327233888210000,19,133327233888210000,1,133327233888210000,-1,133327233888210000,1
133327233888260000,7,133327233888260000,-2,133327233888260000,-1,133327233888260000,0
133327233888310000,2,133327233888310000,0,133327233888310000,0,133327233888310000,0
133327233888360000,2,133327233888360000,4,133327233888360000,2,133327233888360000,0
133327233888410000,-27,133327233888410000,1,133327233888410000,0,133327233888410000,-1
133327233888460000,-10,133327233888460000,0,133327233888460000,0,133327233888460000,-1
133327233888510000,-24,133327233888510000,-1,133327233888510000,0,133327233888510000,2
133327233888560000,-15,133327233888560000,-3,133327233888560000,2,133327233888560000,2
133327233888610000,-3,133327233888610000,4,133327233888610000,-1,133327233888610000,-2
133327233888660000,-12,133327233888660000,0,133327233888660000,-3,133327233888660000,1
133327233888710000,-21,133327233888710000,1,133327233888710000,4,133327233888710000,2
133327233888760000,-5,133327233888760000,0,133327233888760000,-3,133327233888760000,1
133327233888810000,9,133327233888810000,1,133327233888810000,0,133327233888810000,2
133327233888860000,-6,133327233888860000,-1,133327233888860000,1,133327233888860000,-2
133327233888910000,4,133327233888910000,0,133327233888910000,-1,133327233888910000,0
133327233888960000,19,133327233888960000,5,133327233888960000,2,133327233888960000,-1
133327233889010000,7,133327233889010000,-1,133327233889010000,0,133327233889010000,0
133327233889060000,16,133327233889060000,4,133327233889060000,1,133327233889060000,-1
133327233889110000,-22,133327233889110000,-1,133327233889110000,-1,133327233889110000,3
133327233889160000,2,133327233889160000,1,133327233889160000,-2,133327233889160000,2
133327233889210000,-2,133327233889210000,1,133327233889210000,-1,133327233889210000,-1
133327233889260000,-3,133327233889260000,-2,133327233889260000,0,133327233889260000,-2
133327233889310000,-10,133327233889310000,1,133327233889310000,0,133327233889310000,-2
133327233889360000,22,133327233889360000,-1,133327233889360000,-2,133327233889360000,-2
133327233889410000,3,133327233889410000,0,133327233889410000,1,133327233889410000,0
133327233889460000,8,133327233889460000,1,133327233889460000,1,133327233889460000,0
133327233889510000,-2,133327233889510000,0,133327233889510000,2,133327233889510000,2
133327233889560000,-6,133327233889560000,0,133327233889560000,2,133327233889560000,0
133327233889610000,10,133327233889610000,0,133327233889610000,1,133327233889610000,-2
133327233889660000,7,133327233889660000,1,133327233889660000,-2,133327233889660000,-3
133327233889710000,9,133327233889710000,1,133327233889710000,2,133327233889710000,0
133327233889760000,-18,133327233889760000,1,133327233889760000,-4,133327233889760000,1
133327233889810000,-7,133327233889810000,-2,133327233889810000,0,133327233889810000,1
133327233889860000,7,133327233889860000,-1,133327233889860000,1,133327233889860000,0
133327233889910000,2,133327233889910000,0,133327233889910000,-1,133327233889910000,0
133327233889960000,-5,133327233889960000,3,133327233889960000,2,133327233889960000,0
133327233890010000,-19,133327233890010000,-1,133327233890010000,-3,133327233890010000,2
133327233890060000,8,133327233890060000,1,133327233890060000,-1,133327233890060000,5
133327233890110000,-17,133327233890110000,-1,133327233890110000,1,133327233890110000,2
133327233890160000,27,133327233890160000,-1,133327233890160000,-3,133327233890160000,1
133327233890210000,-17,133327233890210000,2,133327233890210000,-2,133327233890210000,-1
133327233890260000,20,133327233890260000,-4,133327233890260000,-2,133327233890260000,-2
133327233890310000,-2,133327233890310000,-3,133327233890310000,-1,133327233890310000,-2
133327233890360000,-4,133327233890360000,-1,133327233890360000,1,133327233890360000,0
133327233890410000,6,133327233890410000,1,133327233890410000,-3,133327233890410000,-1
133327233890460000,10,133327233890460000,1,133327233890460000,1,133327233890460000,-2
133327233890510000,-6,133327233890510000,-1,133327233890510000,-1,133327233890510000,-1
133327233890560000,6,133327233890560000,1,133327233890560000,2,133327233890560000,0
133327233890610000,8,133327233890610000,1,133327233890610000,1,133327233890610000,2
133327233890660000,-4,133327233890660000,-3,133327233890660000,0,133327233890660000,-1
133327233890710000,10,133327233890710000,1,133327233890710000,-1,133327233890710000,0
133327233890760000,4,133327233890760000,0,133327233890760000,-3,133327233890760000,-2
133327233890810000,13,133327233890810000,0,133327233890810000,1,133327233890810000,0
133327233890860000,3,133327233890860000,-1,133327233890860000,0,133327233890860000,-2
133327233890910000,-9,133327233890910000,1,133327233890910000,-1,133327233890910000,0
133327233890960000,3,133327233890960000,1,133327233890960000,0,133327233890960000,-4
133327233891010000,6,133327233891010000,2,133327233891010000,-1,133327233891010000,-2
133327233891060000,7,133327233891060000,0,133327233891060000,1,133327233891060000,-3
133327233891110000,1,133327233891110000,-2,133327233891110000,1,133327233891110000,4
133327233891160000,28,133327233891160000,3,133327233891160000,2,133327233891160000,-2
133327233891210000,-3,133327233891210000,1,133327233891210000,1,133327233891210000,0
133327233891260000,2,133327233891260000,-3,133327233891260000,-1,133327233891260000,-1
133327233891310000,-22,133327233891310000,2,133327233891310000,1,133327233891310000,-1
133327233891360000,3,133327233891360000,1,133327233891360000,0,133327233891360000,0
133327233891410000,-8,133327233891410000,0,133327233891410000,-2,133327233891410000,2
133327233891460000,6,133327233891460000,3,133327233891460000,2,133327233891460000,1
133327233891510000,-8,133327233891510000,-1,133327233891510000,0,133327233891510000,2
133327233891560000,-3,133327233891560000,-1,133327233891560000,1,133327233891560000,0
133327233891610000,-5,133327233891610000,0,133327233891610000,-3,133327233891610000,-3
133327233891660000,-1,133327233891660000,1,133327233891660000,-1,133327233891660000,-1
133327233891710000,-43,133327233891710000,2,133327233891710000,4,133327233891710000,1
133327233891760000,0,133327233891760000,2,133327233891760000,3,133327233891760000,1
133327233891810000,18,133327233891810000,0,133327233891810000,0,133327233891810000,0
133327233891860000,2,133327233891860000,-4,133327233891860000,0,133327233891860000,0
133327233891910000,16,133327233891910000,-1,133327233891910000,0,133327233891910000,1
133327233891960000,25,133327233891960000,3,133327233891960000,-2,133327233891960000,1
133327233892010000,7,133327233892010000,-1,133327233892010000,-2,133327233892010000,2
133327233892060000,12,133327233892060000,-2,133327233892060000,2,133327233892060000,1
133327233892110000,-19,133327233892110000,-1,133327233892110000,1,133327233892110000,0
133327233892160000,20,133327233892160000,-1,133327233892160000,3,133327233892160000,0
133327233892210000,-26,133327233892210000,-2,133327233892210000,0,133327233892210000,1
133327233892260000,-23,133327233892260000,-2,133327233892260000,6,133327233892260000,0
133327233892310000,-19,133327233892310000,2,133327233892310000,0,133327233892310000,1
133327233892360000,4,133327233892360000,2,133327233892360000,-2,133327233892360000,-1
133327233892410000,-17,133327233892410000,-1,133327233892410000,-3,133327233892410000,1
133327233892460000,-3,133327233892460000,3,133327233892460000,1,133327233892460000,-2
133327233892510000,-14,133327233892510000,-4,133327233892510000,0,133327233892510000,-1
133327233892560000,16,133327233892560000,2,133327233892560000,0,133327233892560000,1
133327233892610000,12,133327233892610000,-2,133327233892610000,-3,133327233892610000,2
133327233892660000,12,133327233892660000,3,133327233892660000,0,133327233892660000,0
133327233892710000,4,133327233892710000,-1,133327233892710000,-2,133327233892710000,0
133327233892760000,-8,133327233892760000,-4,133327233892760000,-2,133327233892760000,-3
133327233892810000,-1,133327233892810000,5,133327233892810000,-2,133327233892810000,-2
133327233892860000,-23,133327233892860000,0,133327233892860000,1,133327233892860000,-2
133327233892910000,-14,133327233892910000,-1,133327233892910000,-4,133327233892910000,0
133327233892960000,23,133327233892960000,-3,133327233892960000,-1,133327233892960000,-3
133327233893010000,-15,133327233893010000,0,133327233893010000,2,133327233893010000,0
133327233893060000,-12,133327233893060000,-3,133327233893060000,-1,133327233893060000,-1
133327233893110000,14,133327233893110000,1,133327233893110000,0,133327233893110000,1
133327233893160000,-7,133327233893160000,4,133327233893160000,1,133327233893160000,2
133327233893210000,16,133327233893210000,1,133327233893210000,3,133327233893210000,1
133327233893260000,14,133327233893260000,-3,133327233893260000,1,133327233893260000,0
133327233893310000,-23,133327233893310000,-3,133327233893310000,-2,133327233893310000,1
133327233893360000,-11,133327233893360000,0,133327233893360000,1,133327233893360000,-1
133327233893410000,-4,133327233893410000,-4,133327233893410000,3,133327233893410000,-3
133327233893460000,-7,133327233893460000,3,133327233893460000,3,133327233893460000,1
133327233893510000,-5,133327233893510000,0,133327233893510000,-1,133327233893510000,-1
133327233893560000,9,133327233893560000,0,133327233893560000,1,133327233893560000,3
133327233893610000,-6,133327233893610000,0,133327233893610000,1,133327233893610000,0
133327233893660000,-10,133327233893660000,-1,133327233893660000,3,133327233893660000,3
133327233893710000,5,133327233893710000,3,133327233893710000,1,133327233893710000,3
133327233893760000,16,133327233893760000,-2,133327233893760000,2,133327233893760000,1
133327233893810000,-5,133327233893810000,2,133327233893810000,-4,133327233893810000,2
133327233893860000,-13,133327233893860000,2,133327233893860000,0,133327233893860000,-1
133327233893910000,22,133327233893910000,0,133327233893910000,-1,133327233893910000,2
133327233893960000,18,133327233893960000,2,133327233893960000,-3,133327233893960000,-1
133327233894010000,-1,133327233894010000,1,133327233894010000,1,133327233894010000,0
133327233894060000,7,133327233894060000,2,133327233894060000,-2,133327233894060000,-2
133327233894110000,-6,133327233894110000,1,133327233894110000,0,133327233894110000,1
133327233894160000,2,133327233894160000,-2,133327233894160000,-1,133327233894160000,1
133327233894210000,-3,133327233894210000,0,133327233894210000,0,133327233894210000,-2
133327233894260000,5,133327233894260000,-2,133327233894260000,1,133327233894260000,-1
133327233894310000,-3,133327233894310000,1,133327233894310000,-1,133327233894310000,-1
133327233894360000,-2,133327233894360000,-2,133327233894360000,0,133327233894360000,-2
133327233894410000,-2,133327233894410000,0,133327233894410000,0,133327233894410000,-1
133327233894460000,15,133327233894460000,0,133327233894460000,0,133327233894460000,-1
133327233894510000,18,133327233894510000,1,133327233894510000,-2,133327233894510000,2
133327233894560000,-16,133327233894560000,0,133327233894560000,-1,133327233894560000,1
133327233894610000,11,133327233894610000,0,133327233894610000,0,133327233894610000,0
133327233894660000,13,133327233894660000,-2,133327233894660000,1,133327233894660000,-2
133327233894710000,-14,133327233894710000,2,133327233894710000,-3,133327233894710000,-2
133327233894760000,29,133327233894760000,-2,133327233894760000,2,133327233894760000,1
133327233894810000,23,133327233894810000,-1,133327233894810000,-2,133327233894810000,2
133327233894860000,13,133327233894860000,2,133327233894860000,-1,133327233894860000,0
133327233894910000,14,133327233894910000,-4,133327233894910000,0,133327233894910000,2
133327233894960000,-14,133327233894960000,2,133327233894960000,-2,133327233894960000,1
133327233895010000,6,133327233895010000,1,133327233895010000,-1,133327233895010000,-2
133327233895060000,2,133327233895060000,-1,133327233895060000,-1,133327233895060000,0
133327233895110000,25,133327233895110000,1,133327233895110000,1,133327233895110000,-2
133327233895160000,17,133327233895160000,0,133327233895160000,1,133327233895160000,-2
133327233895210000,6,133327233895210000,2,133327233895210000,-3,133327233895210000,-1
133327233895260000,-24,133327233895260000,0,133327233895260000,0,133327233895260000,-1
133327233895310000,-3,133327233895310000,2,133327233895310000,-1,133327233895310000,3
133327233895360000,-9,133327233895360000,-2,133327233895360000,1,133327233895360000,0
133327233895410000,-9,133327233895410000,-1,133327233895410000,3,133327233895410000,-1
133327233895460000,-4,133327233895460000,-2,133327233895460000,2,133327233895460000,1
133327233895510000,25,133327233895510000,-1,133327233895510000,-1,133327233895510000,0
133327233895560000,-10,133327233895560000,-2,133327233895560000,2,133327233895560000,-1
133327233895610000,6,133327233895610000,2,133327233895610000,1,133327233895610000,-1
133327233895660000,-7,133327233895660000,-3,133327233895660000,-2,133327233895660000,0
133327233895710000,21,133327233895710000,-2,133327233895710000,2,133327233895710000,0
133327233895760000,13,133327233895760000,-1,133327233895760000,1,133327233895760000,0
133327233895810000,24,133327233895810000,1,133327233895810000,0,133327233895810000,1
133327233895860000,5,133327233895860000,3,133327233895860000,2,133327233895860000,0
133327233895910000,11,133327233895910000,0,133327233895910000,-1,133327233895910000,1
133327233895960000,-10,133327233895960000,0,133327233895960000,-1,133327233895960000,1
133327233896010000,-26,133327233896010000,0,133327233896010000,3,133327233896010000,0
133327233896060000,15,133327233896060000,-2,133327233896060000,0,133327233896060000,-2
133327233896110000,-27,133327233896110000,3,133327233896110000,2,133327233896110000,0
133327233896160000,-3,133327233896160000,-1,133327233896160000,1,133327233896160000,3
133327233896210000,9,133327233896210000,-2,133327233896210000,1,133327233896210000,2
133327233896260000,17,133327233896260000,1,133327233896260000,-1,133327233896260000,2
133327233896310000,-18,133327233896310000,3,133327233896310000,2,133327233896310000,1
133327233896360000,-27,133327233896360000,3,133327233896360000,1,133327233896360000,-2
