Name,Scope Project1,
File,E:\RT2min.csv,
Starttime of export,133340919360180000,Montag, 17. Juli 2023,20:25:36.018
Endtime of export,133340920560180000,Montag, 17. Juli 2023,20:27:36.018


Name,ELM3602_Ch1_Value_ScaledSend,Name,ELM3604_Ch3_Value_ScaledSend,Name,ELM3604_Ch1_Value_ScaledSend,Name,ELM3604_Ch2_Value_ScaledSend
SymbolComment,,SymbolComment,,SymbolComment,Sendewert über OPC-UA wenn DINT,SymbolComment,
Data-Type,INT32,Data-Type,INT32,Data-Type,INT32,Data-Type,INT32
SampleTime[ms],5,SampleTime[ms],5,SampleTime[ms],5,SampleTime[ms],5
VariableSize,4,VariableSize,4,VariableSize,4,VariableSize,4
SymbolBased,True,SymbolBased,True,SymbolBased,True,SymbolBased,True
IndexGroup,61472,IndexGroup,61472,IndexGroup,61472,IndexGroup,61472
IndexOffset,469360,IndexOffset,472128,IndexOffset,470744,IndexOffset,471436
SymbolName,Messdaten.ELM3602_Ch1_Value_ScaledSend,SymbolName,Messdaten.ELM3604_Ch3_Value_ScaledSend,SymbolName,Messdaten.ELM3604_Ch1_Value_ScaledSend,SymbolName,Messdaten.ELM3604_Ch2_Value_ScaledSend
NetID,141.60.202.203.1.1,NetID,141.60.202.203.1.1,NetID,141.60.202.203.1.1,NetID,141.60.202.203.1.1
Port,851,Port,851,Port,851,Port,851
Offset,0,Offset,0,Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1,ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None),Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0

133340919564180000,-25,133340919564180000,-2,133340919564180000,-2,133340919564180000,-4
133340919564230000,-2,133340919564230000,1,133340919564230000,0,133340919564230000,2
133340919564280000,10,133340919564280000,2,133340919564280000,-1,133340919564280000,0
133340919564330000,-8,133340919564330000,1,133340919564330000,-1,133340919564330000,-2
133340919564380000,7,133340919564380000,-1,133340919564380000,0,133340919564380000,-1
133340919564430000,13,133340919564430000,1,133340919564430000,1,133340919564430000,0
133340919564480000,-11,133340919564480000,1,133340919564480000,0,133340919564480000,0
133340919564530000,18,133340919564530000,-1,133340919564530000,1,133340919564530000,0
133340919564580000,-7,133340919564580000,-4,133340919564580000,3,133340919564580000,-1
133340919564630000,6,133340919564630000,0,133340919564630000,0,133340919564630000,3
133340919564680000,-10,133340919564680000,-2,133340919564680000,3,133340919564680000,1
133340919564730000,-10,133340919564730000,2,133340919564730000,0,133340919564730000,-1
133340919564780000,-3,133340919564780000,3,133340919564780000,2,133340919564780000,1
133340919564830000,-6,133340919564830000,-1,133340919564830000,-2,133340919564830000,1
133340919564880000,-2,133340919564880000,0,133340919564880000,1,133340919564880000,3
133340919564930000,-2,133340919564930000,0,133340919564930000,-2,133340919564930000,3
133340919564980000,0,133340919564980000,-2,133340919564980000,-2,133340919564980000,1
133340919565030000,0,133340919565030000,-1,133340919565030000,-2,133340919565030000,2
133340919565080000,-25,133340919565080000,-2,133340919565080000,-2,133340919565080000,-1
133340919565130000,14,133340919565130000,0,133340919565130000,2,133340919565130000,0
133340919565180000,-10,133340919565180000,2,133340919565180000,1,133340919565180000,1
133340919565230000,-18,133340919565230000,0,133340919565230000,0,133340919565230000,0
133340919565280000,12,133340919565280000,0,133340919565280000,3,133340919565280000,-2
133340919565330000,-1,133340919565330000,1,133340919565330000,-2,133340919565330000,0
133340919565380000,-11,133340919565380000,0,133340919565380000,-1,133340919565380000,2
133340919565430000,-6,133340919565430000,-3,133340919565430000,-2,133340919565430000,-1
133340919565480000,14,133340919565480000,0,133340919565480000,-1,133340919565480000,1
133340919565530000,-3,133340919565530000,4,133340919565530000,0,133340919565530000,2
133340919565580000,2,133340919565580000,0,133340919565580000,3,133340919565580000,2
133340919565630000,-2,133340919565630000,2,133340919565630000,-1,133340919565630000,0
133340919565680000,13,133340919565680000,-2,133340919565680000,0,133340919565680000,-1
133340919565730000,-23,133340919565730000,-1,133340919565730000,-2,133340919565730000,0
133340919565780000,-11,133340919565780000,0,133340919565780000,-2,133340919565780000,-2
133340919565830000,7,133340919565830000,-3,133340919565830000,-2,133340919565830000,2
133340919565880000,-25,133340919565880000,0,133340919565880000,-1,133340919565880000,0
133340919565930000,-2,133340919565930000,0,133340919565930000,1,133340919565930000,-1
133340919565980000,-5,133340919565980000,-1,133340919565980000,2,133340919565980000,3
133340919566030000,17,133340919566030000,0,133340919566030000,1,133340919566030000,0
133340919566080000,25,133340919566080000,3,133340919566080000,3,133340919566080000,2
133340919566130000,5,133340919566130000,1,133340919566130000,-1,133340919566130000,1
133340919566180000,18,133340919566180000,-1,133340919566180000,0,133340919566180000,-1
133340919566230000,-8,133340919566230000,1,133340919566230000,0,133340919566230000,1
133340919566280000,-23,133340919566280000,2,133340919566280000,-1,133340919566280000,-1
133340919566330000,14,133340919566330000,0,133340919566330000,-1,133340919566330000,2
133340919566380000,18,133340919566380000,2,133340919566380000,0,133340919566380000,-1
133340919566430000,0,133340919566430000,-3,133340919566430000,1,133340919566430000,-1
133340919566480000,-8,133340919566480000,-1,133340919566480000,2,133340919566480000,3
133340919566530000,-16,133340919566530000,0,133340919566530000,-1,133340919566530000,-1
133340919566580000,-20,133340919566580000,0,133340919566580000,0,133340919566580000,1
133340919566630000,12,133340919566630000,-1,133340919566630000,1,133340919566630000,1
133340919566680000,9,133340919566680000,1,133340919566680000,2,133340919566680000,0
133340919566730000,2,133340919566730000,1,133340919566730000,-2,133340919566730000,0
133340919566780000,18,133340919566780000,1,133340919566780000,-1,133340919566780000,-1
133340919566830000,3,133340919566830000,2,133340919566830000,-2,133340919566830000,1
133340919566880000,12,133340919566880000,-2,133340919566880000,-1,133340919566880000,2
133340919566930000,5,133340919566930000,-1,133340919566930000,1,133340919566930000,0
133340919566980000,15,133340919566980000,2,133340919566980000,-2,133340919566980000,0
133340919567030000,-15,133340919567030000,0,133340919567030000,1,133340919567030000,-1
133340919567080000,-23,133340919567080000,-1,133340919567080000,-2,133340919567080000,-2
133340919567130000,1,133340919567130000,0,133340919567130000,1,133340919567130000,2
133340919567180000,-12,133340919567180000,0,133340919567180000,-1,133340919567180000,-1
133340919567230000,-3,133340919567230000,2,133340919567230000,1,133340919567230000,1
133340919567280000,22,133340919567280000,1,133340919567280000,0,133340919567280000,0
133340919567330000,7,133340919567330000,-1,133340919567330000,-3,133340919567330000,-1
133340919567380000,2,133340919567380000,0,133340919567380000,1,133340919567380000,0
133340919567430000,13,133340919567430000,2,133340919567430000,-1,133340919567430000,1
133340919567480000,12,133340919567480000,-3,133340919567480000,-4,133340919567480000,0
133340919567530000,-18,133340919567530000,0,133340919567530000,3,133340919567530000,-1
133340919567580000,-5,133340919567580000,0,133340919567580000,-2,133340919567580000,-2
133340919567630000,30,133340919567630000,-2,133340919567630000,0,133340919567630000,1
133340919567680000,3,133340919567680000,-1,133340919567680000,-2,133340919567680000,1
133340919567730000,-12,133340919567730000,-2,133340919567730000,1,133340919567730000,1
133340919567780000,10,133340919567780000,1,133340919567780000,-2,133340919567780000,-2
133340919567830000,-11,133340919567830000,4,133340919567830000,-1,133340919567830000,-1
133340919567880000,3,133340919567880000,1,133340919567880000,0,133340919567880000,-3
133340919567930000,-30,133340919567930000,0,133340919567930000,-2,133340919567930000,-1
133340919567980000,-8,133340919567980000,3,133340919567980000,-1,133340919567980000,2
133340919568030000,-13,133340919568030000,3,133340919568030000,0,133340919568030000,1
133340919568080000,-6,133340919568080000,-2,133340919568080000,1,133340919568080000,-4
133340919568130000,-5,133340919568130000,-3,133340919568130000,1,133340919568130000,-2
133340919568180000,6,133340919568180000,1,133340919568180000,0,133340919568180000,-2
133340919568230000,-28,133340919568230000,-4,133340919568230000,1,133340919568230000,1
133340919568280000,3,133340919568280000,-1,133340919568280000,1,133340919568280000,2
133340919568330000,-23,133340919568330000,-2,133340919568330000,1,133340919568330000,0
133340919568380000,-8,133340919568380000,1,133340919568380000,-1,133340919568380000,-2
133340919568430000,-2,133340919568430000,3,133340919568430000,2,133340919568430000,1
133340919568480000,-35,133340919568480000,2,133340919568480000,0,133340919568480000,2
133340919568530000,19,133340919568530000,-1,133340919568530000,-3,133340919568530000,1
133340919568580000,-15,133340919568580000,2,133340919568580000,-2,133340919568580000,-2
133340919568630000,20,133340919568630000,2,133340919568630000,3,133340919568630000,0
133340919568680000,-20,133340919568680000,0,133340919568680000,-2,133340919568680000,-1
133340919568730000,-9,133340919568730000,2,133340919568730000,1,133340919568730000,3
133340919568780000,27,133340919568780000,-1,133340919568780000,-2,133340919568780000,-2
133340919568830000,21,133340919568830000,0,133340919568830000,1,133340919568830000,-1
133340919568880000,19,133340919568880000,2,133340919568880000,1,133340919568880000,-2
133340919568930000,0,133340919568930000,0,133340919568930000,1,133340919568930000,2
133340919568980000,-3,133340919568980000,-1,133340919568980000,-5,133340919568980000,-1
133340919569030000,8,133340919569030000,3,133340919569030000,-2,133340919569030000,-1
133340919569080000,28,133340919569080000,1,133340919569080000,1,133340919569080000,-4
133340919569130000,-22,133340919569130000,-1,133340919569130000,2,133340919569130000,0
133340919569180000,-3,133340919569180000,-1,133340919569180000,1,133340919569180000,1
133340919569230000,20,133340919569230000,2,133340919569230000,-1,133340919569230000,0
133340919569280000,39,133340919569280000,0,133340919569280000,-1,133340919569280000,0
133340919569330000,-24,133340919569330000,1,133340919569330000,1,133340919569330000,0
133340919569380000,-12,133340919569380000,0,133340919569380000,0,133340919569380000,0
133340919569430000,-6,133340919569430000,0,133340919569430000,-1,133340919569430000,-2
133340919569480000,-13,133340919569480000,2,133340919569480000,2,133340919569480000,2
133340919569530000,-19,133340919569530000,0,133340919569530000,2,133340919569530000,1
133340919569580000,-3,133340919569580000,-2,133340919569580000,0,133340919569580000,0
133340919569630000,1,133340919569630000,3,133340919569630000,1,133340919569630000,-2
133340919569680000,2,133340919569680000,-2,133340919569680000,1,133340919569680000,1
133340919569730000,-22,133340919569730000,-4,133340919569730000,-2,133340919569730000,-2
133340919569780000,11,133340919569780000,-1,133340919569780000,-1,133340919569780000,-4
133340919569830000,5,133340919569830000,-1,133340919569830000,2,133340919569830000,3
133340919569880000,15,133340919569880000,-1,133340919569880000,3,133340919569880000,-2
133340919569930000,13,133340919569930000,-3,133340919569930000,-2,133340919569930000,2
133340919569980000,-3,133340919569980000,-2,133340919569980000,-1,133340919569980000,-3
133340919570030000,5,133340919570030000,5,133340919570030000,2,133340919570030000,0
133340919570080000,-6,133340919570080000,2,133340919570080000,0,133340919570080000,-3
133340919570130000,4,133340919570130000,0,133340919570130000,2,133340919570130000,-1
133340919570180000,2,133340919570180000,-1,133340919570180000,-1,133340919570180000,0
133340919570230000,-10,133340919570230000,0,133340919570230000,-1,133340919570230000,2
133340919570280000,4,133340919570280000,-1,133340919570280000,-2,133340919570280000,0
133340919570330000,0,133340919570330000,-1,133340919570330000,-1,133340919570330000,0
133340919570380000,-25,133340919570380000,-3,133340919570380000,0,133340919570380000,0
133340919570430000,-5,133340919570430000,0,133340919570430000,0,133340919570430000,0
133340919570480000,-2,133340919570480000,2,133340919570480000,1,133340919570480000,3
133340919570530000,-11,133340919570530000,0,133340919570530000,-2,133340919570530000,4
133340919570580000,-17,133340919570580000,-1,133340919570580000,-2,133340919570580000,0
133340919570630000,-26,133340919570630000,2,133340919570630000,-3,133340919570630000,0
133340919570680000,-28,133340919570680000,1,133340919570680000,-1,133340919570680000,-1
133340919570730000,-23,133340919570730000,2,133340919570730000,-1,133340919570730000,-2
133340919570780000,-25,133340919570780000,-2,133340919570780000,-1,133340919570780000,2
133340919570830000,-6,133340919570830000,0,133340919570830000,1,133340919570830000,2
133340919570880000,4,133340919570880000,0,133340919570880000,-1,133340919570880000,1
133340919570930000,-25,133340919570930000,1,133340919570930000,0,133340919570930000,1
133340919570980000,2,133340919570980000,0,133340919570980000,-2,133340919570980000,-2
133340919571030000,-3,133340919571030000,0,133340919571030000,-1,133340919571030000,1
133340919571080000,8,133340919571080000,-1,133340919571080000,1,133340919571080000,-3
133340919571130000,-10,133340919571130000,-1,133340919571130000,-3,133340919571130000,2
133340919571180000,-10,133340919571180000,0,133340919571180000,-1,133340919571180000,0
133340919571230000,0,133340919571230000,1,133340919571230000,1,133340919571230000,0
133340919571280000,-4,133340919571280000,1,133340919571280000,1,133340919571280000,-2
133340919571330000,4,133340919571330000,0,133340919571330000,1,133340919571330000,-1
133340919571380000,12,133340919571380000,2,133340919571380000,-1,133340919571380000,0
133340919571430000,6,133340919571430000,-3,133340919571430000,4,133340919571430000,0
133340919571480000,24,133340919571480000,-2,133340919571480000,-2,133340919571480000,1
133340919571530000,10,133340919571530000,3,133340919571530000,1,133340919571530000,1
133340919571580000,23,133340919571580000,1,133340919571580000,1,133340919571580000,-3
133340919571630000,-7,133340919571630000,2,133340919571630000,1,133340919571630000,2
133340919571680000,39,133340919571680000,0,133340919571680000,-2,133340919571680000,-2
133340919571730000,4,133340919571730000,0,133340919571730000,-1,133340919571730000,0
133340919571780000,24,133340919571780000,2,133340919571780000,-1,133340919571780000,-1
133340919571830000,2,133340919571830000,0,133340919571830000,2,133340919571830000,1
133340919571880000,-7,133340919571880000,-3,133340919571880000,1,133340919571880000,-1
133340919571930000,-10,133340919571930000,3,133340919571930000,1,133340919571930000,-1
133340919571980000,-6,133340919571980000,-3,133340919571980000,1,133340919571980000,-1
133340919572030000,-11,133340919572030000,-2,133340919572030000,0,133340919572030000,0
133340919572080000,-6,133340919572080000,0,133340919572080000,-3,133340919572080000,0
133340919572130000,31,133340919572130000,1,133340919572130000,0,133340919572130000,-2
133340919572180000,11,133340919572180000,0,133340919572180000,-2,133340919572180000,4
133340919572230000,1,133340919572230000,-3,133340919572230000,-1,133340919572230000,-1
133340919572280000,1,133340919572280000,-1,133340919572280000,4,133340919572280000,0
133340919572330000,-7,133340919572330000,2,133340919572330000,-3,133340919572330000,-2
133340919572380000,-1,133340919572380000,0,133340919572380000,0,133340919572380000,2
133340919572430000,-6,133340919572430000,1,133340919572430000,0,133340919572430000,0
133340919572480000,2,133340919572480000,1,133340919572480000,-1,133340919572480000,0
133340919572530000,-13,133340919572530000,3,133340919572530000,0,133340919572530000,0
133340919572580000,-11,133340919572580000,0,133340919572580000,-2,133340919572580000,2
133340919572630000,-10,133340919572630000,-1,133340919572630000,0,133340919572630000,-2
133340919572680000,-34,133340919572680000,1,133340919572680000,-1,133340919572680000,-1
133340919572730000,-16,133340919572730000,-1,133340919572730000,1,133340919572730000,1
133340919572780000,-8,133340919572780000,0,133340919572780000,-2,133340919572780000,0
133340919572830000,-20,133340919572830000,-2,133340919572830000,-1,133340919572830000,-2
133340919572880000,-14,133340919572880000,-1,133340919572880000,-3,133340919572880000,1
133340919572930000,-23,133340919572930000,0,133340919572930000,-4,133340919572930000,-2
133340919572980000,-3,133340919572980000,-3,133340919572980000,0,133340919572980000,0
133340919573030000,4,133340919573030000,0,133340919573030000,1,133340919573030000,-2
133340919573080000,38,133340919573080000,0,133340919573080000,3,133340919573080000,0
133340919573130000,-4,133340919573130000,1,133340919573130000,0,133340919573130000,1
133340919573180000,-11,133340919573180000,3,133340919573180000,-2,133340919573180000,-1
133340919573230000,-14,133340919573230000,-3,133340919573230000,-1,133340919573230000,1
133340919573280000,3,133340919573280000,-5,133340919573280000,1,133340919573280000,0
133340919573330000,-9,133340919573330000,-2,133340919573330000,1,133340919573330000,1
133340919573380000,25,133340919573380000,1,133340919573380000,1,133340919573380000,-2
133340919573430000,9,133340919573430000,0,133340919573430000,3,133340919573430000,0
133340919573480000,14,133340919573480000,-2,133340919573480000,3,133340919573480000,-1
133340919573530000,-5,133340919573530000,1,133340919573530000,0,133340919573530000,-1
133340919573580000,3,133340919573580000,0,133340919573580000,1,133340919573580000,-2
133340919573630000,-4,133340919573630000,-2,133340919573630000,0,133340919573630000,0
133340919573680000,-24,133340919573680000,-1,133340919573680000,1,133340919573680000,-4
133340919573730000,-4,133340919573730000,1,133340919573730000,2,133340919573730000,0
133340919573780000,-18,133340919573780000,3,133340919573780000,2,133340919573780000,-1
133340919573830000,-2,133340919573830000,1,133340919573830000,-3,133340919573830000,-3
133340919573880000,-1,133340919573880000,1,133340919573880000,2,133340919573880000,2
133340919573930000,8,133340919573930000,-1,133340919573930000,1,133340919573930000,0
133340919573980000,-17,133340919573980000,-2,133340919573980000,1,133340919573980000,0
133340919574030000,0,133340919574030000,-4,133340919574030000,-1,133340919574030000,1
133340919574080000,-2,133340919574080000,-1,133340919574080000,1,133340919574080000,-1
133340919574130000,9,133340919574130000,-2,133340919574130000,-1,133340919574130000,-1
133340919574180000,3,133340919574180000,-1,133340919574180000,1,133340919574180000,-2
133340919574230000,-10,133340919574230000,2,133340919574230000,2,133340919574230000,2
133340919574280000,-4,133340919574280000,1,133340919574280000,-1,133340919574280000,0
133340919574330000,-15,133340919574330000,3,133340919574330000,-1,133340919574330000,3
133340919574380000,5,133340919574380000,2,133340919574380000,-2,133340919574380000,-1
133340919574430000,1,133340919574430000,1,133340919574430000,2,133340919574430000,1
133340919574480000,-4,133340919574480000,-2,133340919574480000,1,133340919574480000,1
133340919574530000,-4,133340919574530000,-2,133340919574530000,1,133340919574530000,1
133340919574580000,-42,133340919574580000,0,133340919574580000,2,133340919574580000,0
133340919574630000,-6,133340919574630000,-2,133340919574630000,1,133340919574630000,-1
133340919574680000,-27,133340919574680000,1,133340919574680000,2,133340919574680000,1
133340919574730000,12,133340919574730000,0,133340919574730000,0,133340919574730000,0
133340919574780000,-19,133340919574780000,-4,133340919574780000,-1,133340919574780000,1
133340919574830000,-1,133340919574830000,1,133340919574830000,-2,133340919574830000,-1
133340919574880000,19,133340919574880000,-3,133340919574880000,0,133340919574880000,-2
133340919574930000,-6,133340919574930000,-1,133340919574930000,-7,133340919574930000,-1
133340919574980000,25,133340919574980000,-3,133340919574980000,-1,133340919574980000,-1
133340919575030000,-5,133340919575030000,0,133340919575030000,-3,133340919575030000,-1
133340919575080000,-4,133340919575080000,0,133340919575080000,0,133340919575080000,1
133340919575130000,0,133340919575130000,0,133340919575130000,0,133340919575130000,4
133340919575180000,4,133340919575180000,-2,133340919575180000,1,133340919575180000,1
133340919575230000,12,133340919575230000,1,133340919575230000,1,133340919575230000,3
133340919575280000,3,133340919575280000,0,133340919575280000,2,133340919575280000,0
133340919575330000,0,133340919575330000,-1,133340919575330000,2,133340919575330000,2
133340919575380000,3,133340919575380000,0,133340919575380000,0,133340919575380000,1
133340919575430000,-5,133340919575430000,-3,133340919575430000,-3,133340919575430000,0
133340919575480000,0,133340919575480000,-1,133340919575480000,0,133340919575480000,0
133340919575530000,-4,133340919575530000,-2,133340919575530000,-1,133340919575530000,3
133340919575580000,15,133340919575580000,0,133340919575580000,0,133340919575580000,0
133340919575630000,4,133340919575630000,-2,133340919575630000,-3,133340919575630000,2
133340919575680000,8,133340919575680000,0,133340919575680000,3,133340919575680000,-1
133340919575730000,-14,133340919575730000,-4,133340919575730000,0,133340919575730000,-1
133340919575780000,12,133340919575780000,1,133340919575780000,-2,133340919575780000,0
133340919575830000,5,133340919575830000,2,133340919575830000,-3,133340919575830000,0
133340919575880000,17,133340919575880000,1,133340919575880000,2,133340919575880000,0
133340919575930000,25,133340919575930000,0,133340919575930000,0,133340919575930000,-3
133340919575980000,-11,133340919575980000,1,133340919575980000,3,133340919575980000,2
133340919576030000,9,133340919576030000,-2,133340919576030000,2,133340919576030000,-1
133340919576080000,-10,133340919576080000,0,133340919576080000,1,133340919576080000,2
133340919576130000,10,133340919576130000,-1,133340919576130000,-3,133340919576130000,2
133340919576180000,10,133340919576180000,-2,133340919576180000,-1,133340919576180000,-1
133340919576230000,-4,133340919576230000,0,133340919576230000,2,133340919576230000,-2
133340919576280000,0,133340919576280000,1,133340919576280000,-2,133340919576280000,-3
133340919576330000,-2,133340919576330000,2,133340919576330000,0,133340919576330000,-4
133340919576380000,3,133340919576380000,-3,133340919576380000,1,133340919576380000,1
133340919576430000,37,133340919576430000,-1,133340919576430000,-1,133340919576430000,1
133340919576480000,-15,133340919576480000,-1,133340919576480000,0,133340919576480000,3
133340919576530000,13,133340919576530000,3,133340919576530000,1,133340919576530000,2
133340919576580000,-2,133340919576580000,0,133340919576580000,2,133340919576580000,0
133340919576630000,23,133340919576630000,0,133340919576630000,0,133340919576630000,-3
133340919576680000,3,133340919576680000,1,133340919576680000,0,133340919576680000,0
133340919576730000,1,133340919576730000,1,133340919576730000,1,133340919576730000,5
133340919576780000,-16,133340919576780000,0,133340919576780000,2,133340919576780000,-2
133340919576830000,10,133340919576830000,-2,133340919576830000,-3,133340919576830000,-1
133340919576880000,-2,133340919576880000,-2,133340919576880000,0,133340919576880000,3
133340919576930000,-10,133340919576930000,-1,133340919576930000,0,133340919576930000,-2
133340919576980000,31,133340919576980000,0,133340919576980000,1,133340919576980000,2
133340919577030000,6,133340919577030000,1,133340919577030000,-2,133340919577030000,-1
133340919577080000,5,133340919577080000,1,133340919577080000,-1,133340919577080000,2
133340919577130000,-19,133340919577130000,0,133340919577130000,0,133340919577130000,-3
133340919577180000,-10,133340919577180000,2,133340919577180000,2,133340919577180000,-1
133340919577230000,18,133340919577230000,1,133340919577230000,-2,133340919577230000,1
133340919577280000,19,133340919577280000,-5,133340919577280000,0,133340919577280000,2
133340919577330000,3,133340919577330000,0,133340919577330000,-1,133340919577330000,0
133340919577380000,-15,133340919577380000,-1,133340919577380000,-2,133340919577380000,0
133340919577430000,-17,133340919577430000,0,133340919577430000,1,133340919577430000,-2
133340919577480000,2,133340919577480000,-3,133340919577480000,-5,133340919577480000,-1
133340919577530000,-19,133340919577530000,2,133340919577530000,0,133340919577530000,1
133340919577580000,-13,133340919577580000,-1,133340919577580000,0,133340919577580000,-2
133340919577630000,-20,133340919577630000,0,133340919577630000,-2,133340919577630000,1
133340919577680000,-10,133340919577680000,-3,133340919577680000,-1,133340919577680000,-2
133340919577730000,-22,133340919577730000,3,133340919577730000,1,133340919577730000,1
133340919577780000,16,133340919577780000,1,133340919577780000,2,133340919577780000,-1
133340919577830000,2,133340919577830000,1,133340919577830000,-1,133340919577830000,-2
133340919577880000,-2,133340919577880000,-1,133340919577880000,-2,133340919577880000,-2
133340919577930000,2,133340919577930000,1,133340919577930000,-1,133340919577930000,1
133340919577980000,-32,133340919577980000,-3,133340919577980000,0,133340919577980000,1
133340919578030000,-13,133340919578030000,-1,133340919578030000,1,133340919578030000,0
133340919578080000,8,133340919578080000,2,133340919578080000,-3,133340919578080000,0
133340919578130000,25,133340919578130000,3,133340919578130000,-3,133340919578130000,2
133340919578180000,19,133340919578180000,-2,133340919578180000,-3,133340919578180000,1
133340919578230000,-35,133340919578230000,-1,133340919578230000,2,133340919578230000,1
133340919578280000,-2,133340919578280000,1,133340919578280000,-2,133340919578280000,-1
133340919578330000,0,133340919578330000,1,133340919578330000,-2,133340919578330000,2
133340919578380000,-22,133340919578380000,2,133340919578380000,-3,133340919578380000,-1
133340919578430000,12,133340919578430000,1,133340919578430000,2,133340919578430000,0
133340919578480000,6,133340919578480000,0,133340919578480000,1,133340919578480000,-1
133340919578530000,-19,133340919578530000,2,133340919578530000,2,133340919578530000,1
133340919578580000,-14,133340919578580000,2,133340919578580000,0,133340919578580000,2
133340919578630000,-3,133340919578630000,-1,133340919578630000,-3,133340919578630000,1
133340919578680000,5,133340919578680000,-1,133340919578680000,2,133340919578680000,1
133340919578730000,3,133340919578730000,-2,133340919578730000,0,133340919578730000,-1
133340919578780000,-13,133340919578780000,1,133340919578780000,-1,133340919578780000,0
133340919578830000,-9,133340919578830000,-3,133340919578830000,1,133340919578830000,1
133340919578880000,-13,133340919578880000,0,133340919578880000,3,133340919578880000,-1
133340919578930000,18,133340919578930000,-1,133340919578930000,2,133340919578930000,2
133340919578980000,-13,133340919578980000,1,133340919578980000,2,133340919578980000,1
133340919579030000,35,133340919579030000,2,133340919579030000,-1,133340919579030000,1
133340919579080000,-3,133340919579080000,-2,133340919579080000,0,133340919579080000,4
133340919579130000,13,133340919579130000,-4,133340919579130000,2,133340919579130000,-1
133340919579180000,-15,133340919579180000,3,133340919579180000,-1,133340919579180000,0
133340919579230000,-17,133340919579230000,3,133340919579230000,2,133340919579230000,-1
133340919579280000,6,133340919579280000,0,133340919579280000,0,133340919579280000,2
133340919579330000,-4,133340919579330000,-1,133340919579330000,3,133340919579330000,2
133340919579380000,-9,133340919579380000,1,133340919579380000,1,133340919579380000,0
133340919579430000,-18,133340919579430000,-1,133340919579430000,1,133340919579430000,-2
133340919579480000,3,133340919579480000,-3,133340919579480000,0,133340919579480000,3
133340919579530000,6,133340919579530000,-4,133340919579530000,0,133340919579530000,-1
133340919579580000,3,133340919579580000,-1,133340919579580000,1,133340919579580000,-1
133340919579630000,9,133340919579630000,-1,133340919579630000,0,133340919579630000,-1
133340919579680000,-3,133340919579680000,2,133340919579680000,2,133340919579680000,0
133340919579730000,-6,133340919579730000,-1,133340919579730000,-2,133340919579730000,3
133340919579780000,18,133340919579780000,2,133340919579780000,1,133340919579780000,0
133340919579830000,24,133340919579830000,0,133340919579830000,0,133340919579830000,3
133340919579880000,-25,133340919579880000,-2,133340919579880000,-2,133340919579880000,1
133340919579930000,18,133340919579930000,0,133340919579930000,-2,133340919579930000,-2
133340919579980000,29,133340919579980000,-1,133340919579980000,-4,133340919579980000,1
133340919580030000,39,133340919580030000,-1,133340919580030000,1,133340919580030000,1
133340919580080000,-4,133340919580080000,1,133340919580080000,-1,133340919580080000,-2
133340919580130000,5,133340919580130000,-1,133340919580130000,2,133340919580130000,1
133340919580180000,6,133340919580180000,-3,133340919580180000,-3,133340919580180000,0
133340919580230000,-17,133340919580230000,0,133340919580230000,-1,133340919580230000,0
133340919580280000,5,133340919580280000,2,133340919580280000,0,133340919580280000,1
133340919580330000,-10,133340919580330000,-1,133340919580330000,-1,133340919580330000,-3
133340919580380000,-9,133340919580380000,-1,133340919580380000,2,133340919580380000,0
133340919580430000,-7,133340919580430000,1,133340919580430000,1,133340919580430000,1
133340919580480000,8,133340919580480000,-2,133340919580480000,1,133340919580480000,-1
133340919580530000,-10,133340919580530000,1,133340919580530000,-3,133340919580530000,2
133340919580580000,12,133340919580580000,-1,133340919580580000,0,133340919580580000,2
133340919580630000,9,133340919580630000,0,133340919580630000,1,133340919580630000,-1
133340919580680000,-5,133340919580680000,-1,133340919580680000,2,133340919580680000,-3
133340919580730000,-16,133340919580730000,-2,133340919580730000,-2,133340919580730000,1
133340919580780000,7,133340919580780000,2,133340919580780000,0,133340919580780000,2
133340919580830000,-17,133340919580830000,-1,133340919580830000,-3,133340919580830000,0
133340919580880000,2,133340919580880000,3,133340919580880000,2,133340919580880000,-5
133340919580930000,10,133340919580930000,-1,133340919580930000,0,133340919580930000,2
133340919580980000,-9,133340919580980000,0,133340919580980000,1,133340919580980000,-2
133340919581030000,-18,133340919581030000,0,133340919581030000,1,133340919581030000,0
133340919581080000,-16,133340919581080000,-1,133340919581080000,-2,133340919581080000,1
133340919581130000,-16,133340919581130000,3,133340919581130000,5,133340919581130000,2
133340919581180000,19,133340919581180000,-2,133340919581180000,2,133340919581180000,-4
133340919581230000,1,133340919581230000,2,133340919581230000,-1,133340919581230000,-1
133340919581280000,32,133340919581280000,1,133340919581280000,-1,133340919581280000,0
133340919581330000,-21,133340919581330000,2,133340919581330000,-2,133340919581330000,-3
133340919581380000,17,133340919581380000,1,133340919581380000,-1,133340919581380000,0
133340919581430000,-15,133340919581430000,0,133340919581430000,-2,133340919581430000,-1
